property_id,date,event_type,severity,damage_value
PROP_00955,2022-03-21,Flood,Minor,1601999
PROP_00972,2022-03-21,Flood,Minor,4354040
PROP_00990,2022-03-21,Flood,Moderate,1347667
PROP_00021,2022-04-20,Flood,Moderate,856733
PROP_00023,2022-04-20,Storm,Moderate,590125
PROP_00048,2022-04-20,Flood,Minor,921904
PROP_00049,2022-04-20,Storm,Severe,221168
PROP_00052,2022-04-20,Flood,Severe,2279707
PROP_00056,2022-04-20,Hail,Minor,4768028
PROP_00068,2022-04-20,Storm,Minor,175283
PROP_00070,2022-04-20,Flood,Minor,1168645
PROP_00079,2022-04-20,Storm,Minor,2694575
PROP_00080,2022-04-20,Flood,Moderate,1238640
PROP_00087,2022-04-20,Hail,Minor,765811
PROP_00105,2022-04-20,Flood,Minor,2751233
PROP_00106,2022-04-20,Hail,Severe,2604399
PROP_00114,2022-04-20,Flood,Minor,2891234
PROP_00117,2022-04-20,Flood,Moderate,4911352
PROP_00120,2022-04-20,Flood,Moderate,622560
PROP_00124,2022-04-20,Storm,Severe,153727
PROP_00125,2022-04-20,Flood,Moderate,976407
PROP_00127,2022-04-20,Flood,Minor,376387
PROP_00137,2022-04-20,Storm,Minor,801475
PROP_00202,2022-04-20,Flood,Minor,1546631
PROP_00203,2022-04-20,Storm,Minor,1245101
PROP_00226,2022-04-20,Flood,Severe,2153437
PROP_00249,2022-04-20,Flood,Moderate,632865
PROP_00257,2022-04-20,Storm,Moderate,2018747
PROP_00266,2022-04-20,Flood,Minor,1895631
PROP_00284,2022-04-20,Flood,Minor,2079820
PROP_00287,2022-04-20,Storm,Moderate,2906256
PROP_00306,2022-04-20,Flood,Moderate,601312
PROP_00312,2022-04-20,Flood,Severe,1565601
PROP_00327,2022-04-20,Flood,Minor,495884
PROP_00329,2022-04-20,Hail,Minor,118403
PROP_00339,2022-04-20,Hail,Minor,4290320
PROP_00350,2022-04-20,Storm,Minor,1160346
PROP_00364,2022-04-20,Flood,Severe,987925
PROP_00382,2022-04-20,Flood,Minor,484780
PROP_00383,2022-04-20,Flood,Moderate,1230257
PROP_00396,2022-04-20,Hail,Minor,1487268
PROP_00430,2022-04-20,Flood,Minor,1692699
PROP_00434,2022-04-20,Hail,Minor,387337
PROP_00458,2022-04-20,Flood,Minor,3302972
PROP_00459,2022-04-20,Hail,Severe,1060021
PROP_00473,2022-04-20,Hail,Minor,341595
PROP_00488,2022-04-20,Flood,Minor,470909
PROP_00493,2022-04-20,Storm,Minor,739631
PROP_00499,2022-04-20,Flood,Minor,854544
PROP_00504,2022-04-20,Flood,Minor,589487
PROP_00512,2022-04-20,Flood,Moderate,1222434
PROP_00518,2022-04-20,Flood,Minor,128206
PROP_00547,2022-04-20,Flood,Moderate,2745467
PROP_00550,2022-04-20,Storm,Moderate,247634
PROP_00555,2022-04-20,Hail,Minor,1184449
PROP_00567,2022-04-20,Storm,Moderate,831969
PROP_00576,2022-04-20,Storm,Moderate,720292
PROP_00580,2022-04-20,Hail,Minor,1387434
PROP_00584,2022-04-20,Flood,Severe,134750
PROP_00585,2022-04-20,Flood,Minor,2098209
PROP_00595,2022-04-20,Flood,Moderate,481662
PROP_00607,2022-04-20,Storm,Minor,1066039
PROP_00610,2022-04-20,Flood,Moderate,3011734
PROP_00619,2022-04-20,Storm,Moderate,680747
PROP_00620,2022-04-20,Flood,Minor,931938
PROP_00621,2022-04-20,Storm,Moderate,604473
PROP_00650,2022-04-20,Flood,Minor,2687013
PROP_00654,2022-04-20,Flood,Minor,809951
PROP_00666,2022-04-20,Flood,Minor,713440
PROP_00670,2022-04-20,Flood,Severe,843269
PROP_00672,2022-04-20,Flood,Moderate,2828222
PROP_00691,2022-04-20,Flood,Moderate,1664034
PROP_00707,2022-04-20,Flood,Minor,524608
PROP_00708,2022-04-20,Flood,Moderate,1669308
PROP_00716,2022-04-20,Storm,Moderate,1648093
PROP_00717,2022-04-20,Flood,Minor,1741600
PROP_00719,2022-04-20,Flood,Minor,1690652
PROP_00723,2022-04-20,Storm,Minor,353167
PROP_00748,2022-04-20,Flood,Minor,1757919
PROP_00766,2022-04-20,Storm,Minor,3567885
PROP_00783,2022-04-20,Flood,Minor,1009878
PROP_00792,2022-04-20,Hail,Minor,4011235
PROP_00803,2022-04-20,Flood,Minor,214731
PROP_00806,2022-04-20,Hail,Minor,830482
PROP_00807,2022-04-20,Storm,Minor,1090482
PROP_00816,2022-04-20,Hail,Severe,2208506
PROP_00817,2022-04-20,Hail,Minor,1661445
PROP_00827,2022-04-20,Storm,Moderate,2010725
PROP_00844,2022-04-20,Storm,Minor,851245
PROP_00858,2022-04-20,Flood,Moderate,1696976
PROP_00860,2022-04-20,Storm,Moderate,165908
PROP_00861,2022-04-20,Storm,Severe,214841
PROP_00864,2022-04-20,Hail,Severe,255549
PROP_00870,2022-04-20,Flood,Minor,2435455
PROP_00872,2022-04-20,Flood,Moderate,949328
PROP_00888,2022-04-20,Storm,Minor,253021
PROP_00891,2022-04-20,Storm,Minor,363598
PROP_00894,2022-04-20,Hail,Severe,805213
PROP_00899,2022-04-20,Hail,Minor,3631090
PROP_00905,2022-04-20,Storm,Minor,1136033
PROP_00909,2022-04-20,Flood,Moderate,1802183
PROP_00910,2022-04-20,Flood,Moderate,1182686
PROP_00911,2022-04-20,Storm,Minor,400257
PROP_00917,2022-04-20,Flood,Moderate,1420510
PROP_00936,2022-04-20,Flood,Moderate,865693
PROP_00949,2022-04-20,Flood,Severe,773725
PROP_00977,2022-04-20,Storm,Minor,637479
PROP_00990,2022-04-20,Flood,Moderate,1139018
PROP_00020,2022-05-20,Flood,Moderate,1534230
PROP_00021,2022-05-20,Hail,Moderate,5917662
PROP_00025,2022-05-20,Storm,Severe,1823445
PROP_00042,2022-05-20,Storm,Minor,1369045
PROP_00043,2022-05-20,Flood,Severe,1822222
PROP_00051,2022-05-20,Hail,Minor,2446734
PROP_00052,2022-05-20,Flood,Minor,389579
PROP_00058,2022-05-20,Storm,Minor,1761234
PROP_00063,2022-05-20,Hail,Moderate,4786272
PROP_00092,2022-05-20,Flood,Severe,754493
PROP_00098,2022-05-20,Storm,Severe,1773839
PROP_00112,2022-05-20,Hail,Minor,1265960
PROP_00117,2022-05-20,Hail,Moderate,2096251
PROP_00134,2022-05-20,Storm,Moderate,389495
PROP_00143,2022-05-20,Flood,Minor,2083631
PROP_00169,2022-05-20,Flood,Moderate,1189902
PROP_00191,2022-05-20,Flood,Severe,1543357
PROP_00204,2022-05-20,Storm,Minor,298310
PROP_00210,2022-05-20,Flood,Moderate,1300429
PROP_00211,2022-05-20,Flood,Minor,684506
PROP_00228,2022-05-20,Storm,Minor,2419025
PROP_00248,2022-05-20,Storm,Minor,2356773
PROP_00277,2022-05-20,Storm,Minor,2116611
PROP_00289,2022-05-20,Flood,Severe,1330828
PROP_00308,2022-05-20,Flood,Moderate,1300443
PROP_00313,2022-05-20,Flood,Moderate,287085
PROP_00331,2022-05-20,Flood,Moderate,228921
PROP_00346,2022-05-20,Flood,Minor,573172
PROP_00357,2022-05-20,Hail,Minor,1082896
PROP_00362,2022-05-20,Storm,Minor,1476055
PROP_00394,2022-05-20,Flood,Moderate,286950
PROP_00397,2022-05-20,Flood,Minor,1157715
PROP_00398,2022-05-20,Hail,Moderate,2293306
PROP_00400,2022-05-20,Flood,Severe,651165
PROP_00458,2022-05-20,Flood,Moderate,4193282
PROP_00469,2022-05-20,Hail,Minor,409018
PROP_00477,2022-05-20,Flood,Minor,1468041
PROP_00479,2022-05-20,Flood,Minor,2422406
PROP_00503,2022-05-20,Flood,Severe,1868042
PROP_00504,2022-05-20,Hail,Severe,2530299
PROP_00525,2022-05-20,Flood,Minor,1374033
PROP_00553,2022-05-20,Flood,Minor,2325599
PROP_00554,2022-05-20,Flood,Severe,531473
PROP_00555,2022-05-20,Storm,Moderate,1286680
PROP_00559,2022-05-20,Flood,Moderate,1577631
PROP_00571,2022-05-20,Flood,Minor,335823
PROP_00579,2022-05-20,Storm,Minor,3881452
PROP_00593,2022-05-20,Storm,Minor,238793
PROP_00596,2022-05-20,Flood,Minor,1127891
PROP_00610,2022-05-20,Storm,Minor,988722
PROP_00612,2022-05-20,Flood,Minor,376977
PROP_00624,2022-05-20,Hail,Moderate,1266210
PROP_00629,2022-05-20,Storm,Moderate,2403790
PROP_00644,2022-05-20,Hail,Minor,2238777
PROP_00647,2022-05-20,Storm,Minor,2694299
PROP_00659,2022-05-20,Flood,Minor,234221
PROP_00663,2022-05-20,Flood,Severe,280510
PROP_00667,2022-05-20,Flood,Minor,1269443
PROP_00670,2022-05-20,Storm,Minor,726052
PROP_00679,2022-05-20,Flood,Moderate,1480319
PROP_00684,2022-05-20,Flood,Moderate,4640337
PROP_00690,2022-05-20,Hail,Minor,1984161
PROP_00712,2022-05-20,Storm,Moderate,553340
PROP_00739,2022-05-20,Flood,Moderate,3361999
PROP_00744,2022-05-20,Storm,Minor,1260965
PROP_00746,2022-05-20,Flood,Moderate,2672485
PROP_00759,2022-05-20,Flood,Severe,85828
PROP_00765,2022-05-20,Flood,Moderate,3036990
PROP_00785,2022-05-20,Flood,Severe,1109994
PROP_00786,2022-05-20,Flood,Moderate,1634075
PROP_00790,2022-05-20,Hail,Moderate,2498717
PROP_00799,2022-05-20,Flood,Severe,2946423
PROP_00803,2022-05-20,Hail,Minor,406338
PROP_00806,2022-05-20,Storm,Minor,1349015
PROP_00816,2022-05-20,Storm,Moderate,1357893
PROP_00836,2022-05-20,Flood,Severe,1837016
PROP_00852,2022-05-20,Hail,Minor,846466
PROP_00864,2022-05-20,Flood,Minor,844673
PROP_00870,2022-05-20,Storm,Moderate,1035983
PROP_00896,2022-05-20,Storm,Minor,1098473
PROP_00898,2022-05-20,Storm,Minor,479108
PROP_00944,2022-05-20,Storm,Minor,259642
PROP_00949,2022-05-20,Flood,Moderate,1996186
PROP_00953,2022-05-20,Hail,Moderate,259233
PROP_00958,2022-05-20,Flood,Moderate,305007
PROP_00963,2022-05-20,Hail,Severe,596750
PROP_00972,2022-05-20,Flood,Minor,4183159
PROP_00994,2022-05-20,Flood,Minor,1708815
PROP_00119,2022-06-19,Flood,Moderate,2477811
PROP_00146,2022-06-19,Storm,Severe,2841600
PROP_00285,2022-06-19,Hail,Minor,1168177
PROP_00292,2022-06-19,Storm,Minor,743539
PROP_00360,2022-06-19,Flood,Minor,2283579
PROP_00362,2022-06-19,Hail,Moderate,1937241
PROP_00422,2022-06-19,Hail,Minor,134838
PROP_00470,2022-06-19,Flood,Minor,1562665
PROP_00475,2022-06-19,Hail,Moderate,277487
PROP_00562,2022-06-19,Flood,Minor,5262910
PROP_00736,2022-06-19,Flood,Moderate,1517085
PROP_00775,2022-06-19,Flood,Severe,785666
PROP_00849,2022-06-19,Flood,Minor,3393876
PROP_00858,2022-06-19,Storm,Minor,1921684
PROP_00883,2022-06-19,Flood,Minor,564988
PROP_00950,2022-06-19,Flood,Moderate,1625226
PROP_00986,2022-06-19,Storm,Minor,1171925
PROP_00014,2022-07-19,Hail,Moderate,2126924
PROP_00110,2022-07-19,Hail,Moderate,118112
PROP_00117,2022-07-19,Storm,Moderate,1262020
PROP_00118,2022-07-19,Hail,Moderate,1984254
PROP_00162,2022-07-19,Flood,Severe,894484
PROP_00167,2022-07-19,Flood,Minor,1427240
PROP_00277,2022-07-19,Storm,Minor,543104
PROP_00331,2022-07-19,Hail,Moderate,196098
PROP_00386,2022-07-19,Flood,Minor,1346239
PROP_00433,2022-07-19,Storm,Moderate,1507060
PROP_00555,2022-07-19,Storm,Minor,710056
PROP_00592,2022-07-19,Flood,Moderate,3156507
PROP_00646,2022-07-19,Flood,Moderate,698684
PROP_00749,2022-07-19,Hail,Severe,1760652
PROP_00774,2022-07-19,Hail,Severe,921547
PROP_00786,2022-07-19,Flood,Moderate,2084104
PROP_00789,2022-07-19,Flood,Minor,2157401
PROP_00859,2022-07-19,Flood,Moderate,1770196
PROP_00871,2022-07-19,Flood,Minor,2990212
PROP_00907,2022-07-19,Storm,Severe,750080
PROP_00098,2022-08-18,Flood,Severe,1924616
PROP_00174,2022-08-18,Flood,Moderate,647097
PROP_00227,2022-08-18,Storm,Minor,2846434
PROP_00272,2022-08-18,Flood,Moderate,3393961
PROP_00304,2022-08-18,Flood,Severe,1518091
PROP_00551,2022-08-18,Storm,Severe,3007425
PROP_00594,2022-08-18,Flood,Minor,1881022
PROP_00676,2022-08-18,Hail,Minor,873883
PROP_00687,2022-08-18,Hail,Minor,4579435
PROP_00698,2022-08-18,Storm,Minor,876812
PROP_00715,2022-08-18,Storm,Minor,1393794
PROP_00818,2022-08-18,Flood,Minor,1957195
PROP_00907,2022-08-18,Storm,Moderate,1759116
PROP_00939,2022-08-18,Hail,Moderate,4141687
PROP_00162,2022-09-17,Flood,Minor,1558896
PROP_00163,2022-09-17,Storm,Moderate,932159
PROP_00168,2022-09-17,Flood,Minor,2006516
PROP_00177,2022-09-17,Storm,Minor,788376
PROP_00215,2022-09-17,Flood,Minor,1272382
PROP_00300,2022-09-17,Hail,Severe,2852082
PROP_00483,2022-09-17,Storm,Minor,3756925
PROP_00517,2022-09-17,Storm,Minor,1033720
PROP_00554,2022-09-17,Flood,Moderate,3522272
PROP_00582,2022-09-17,Hail,Minor,504659
PROP_00780,2022-09-17,Hail,Minor,1125025
PROP_00891,2022-09-17,Flood,Moderate,973783
PROP_00899,2022-09-17,Flood,Moderate,2475718
PROP_00942,2022-09-17,Storm,Minor,2928265
PROP_00952,2022-09-17,Hail,Severe,1527860
PROP_00035,2022-10-17,Storm,Minor,1973455
PROP_00041,2022-10-17,Flood,Minor,671822
PROP_00070,2022-10-17,Storm,Moderate,2862284
PROP_00073,2022-10-17,Storm,Moderate,1467268
PROP_00081,2022-10-17,Storm,Moderate,2140854
PROP_00085,2022-10-17,Flood,Moderate,1271068
PROP_00086,2022-10-17,Flood,Moderate,1177036
PROP_00106,2022-10-17,Flood,Moderate,422377
PROP_00119,2022-10-17,Flood,Minor,2429119
PROP_00123,2022-10-17,Storm,Severe,3760742
PROP_00124,2022-10-17,Flood,Minor,910767
PROP_00126,2022-10-17,Hail,Minor,2134280
PROP_00130,2022-10-17,Storm,Minor,3158543
PROP_00148,2022-10-17,Flood,Moderate,449312
PROP_00161,2022-10-17,Flood,Moderate,238427
PROP_00167,2022-10-17,Storm,Minor,1261773
PROP_00169,2022-10-17,Storm,Moderate,2451477
PROP_00172,2022-10-17,Flood,Minor,1262987
PROP_00180,2022-10-17,Flood,Severe,687744
PROP_00206,2022-10-17,Flood,Severe,3129529
PROP_00223,2022-10-17,Hail,Minor,537830
PROP_00225,2022-10-17,Hail,Minor,1248746
PROP_00230,2022-10-17,Flood,Minor,1335555
PROP_00236,2022-10-17,Flood,Severe,2830852
PROP_00242,2022-10-17,Storm,Minor,2682586
PROP_00243,2022-10-17,Storm,Minor,784638
PROP_00245,2022-10-17,Flood,Minor,5608357
PROP_00254,2022-10-17,Storm,Minor,2418700
PROP_00258,2022-10-17,Storm,Moderate,3645313
PROP_00274,2022-10-17,Storm,Moderate,283060
PROP_00277,2022-10-17,Flood,Minor,1518359
PROP_00285,2022-10-17,Storm,Minor,1323985
PROP_00287,2022-10-17,Storm,Severe,1858084
PROP_00293,2022-10-17,Flood,Minor,3457831
PROP_00296,2022-10-17,Storm,Minor,627107
PROP_00297,2022-10-17,Flood,Moderate,258862
PROP_00306,2022-10-17,Storm,Severe,1348624
PROP_00308,2022-10-17,Flood,Severe,1203675
PROP_00314,2022-10-17,Flood,Moderate,278700
PROP_00322,2022-10-17,Flood,Minor,1916660
PROP_00331,2022-10-17,Hail,Minor,2416935
PROP_00337,2022-10-17,Flood,Moderate,1042700
PROP_00340,2022-10-17,Storm,Moderate,385639
PROP_00341,2022-10-17,Storm,Severe,349302
PROP_00345,2022-10-17,Flood,Minor,2035645
PROP_00350,2022-10-17,Flood,Moderate,433230
PROP_00373,2022-10-17,Flood,Minor,2406762
PROP_00380,2022-10-17,Flood,Moderate,2414600
PROP_00396,2022-10-17,Flood,Minor,2992791
PROP_00417,2022-10-17,Storm,Minor,2587679
PROP_00419,2022-10-17,Hail,Severe,1673112
PROP_00420,2022-10-17,Storm,Moderate,286338
PROP_00429,2022-10-17,Hail,Minor,553851
PROP_00430,2022-10-17,Flood,Minor,2273991
PROP_00431,2022-10-17,Storm,Minor,80584
PROP_00432,2022-10-17,Flood,Minor,2369967
PROP_00438,2022-10-17,Flood,Minor,1794786
PROP_00443,2022-10-17,Hail,Severe,1435368
PROP_00466,2022-10-17,Flood,Moderate,2385529
PROP_00469,2022-10-17,Flood,Moderate,802781
PROP_00472,2022-10-17,Storm,Severe,202987
PROP_00497,2022-10-17,Storm,Moderate,261497
PROP_00507,2022-10-17,Flood,Minor,687110
PROP_00509,2022-10-17,Flood,Minor,3520298
PROP_00511,2022-10-17,Flood,Moderate,1756367
PROP_00537,2022-10-17,Hail,Minor,928093
PROP_00559,2022-10-17,Flood,Severe,406296
PROP_00565,2022-10-17,Storm,Moderate,245541
PROP_00587,2022-10-17,Flood,Minor,7701141
PROP_00590,2022-10-17,Storm,Severe,578854
PROP_00595,2022-10-17,Flood,Moderate,686808
PROP_00596,2022-10-17,Flood,Moderate,2369702
PROP_00607,2022-10-17,Flood,Minor,166724
PROP_00612,2022-10-17,Hail,Minor,1596960
PROP_00615,2022-10-17,Storm,Minor,888595
PROP_00625,2022-10-17,Flood,Minor,842981
PROP_00633,2022-10-17,Storm,Severe,2282073
PROP_00635,2022-10-17,Flood,Moderate,1968394
PROP_00644,2022-10-17,Flood,Minor,404856
PROP_00649,2022-10-17,Flood,Moderate,1895839
PROP_00655,2022-10-17,Flood,Minor,605457
PROP_00664,2022-10-17,Flood,Severe,486391
PROP_00692,2022-10-17,Hail,Severe,2662244
PROP_00697,2022-10-17,Flood,Minor,341424
PROP_00698,2022-10-17,Flood,Minor,3166637
PROP_00706,2022-10-17,Flood,Moderate,365141
PROP_00724,2022-10-17,Flood,Severe,1729475
PROP_00731,2022-10-17,Flood,Minor,401644
PROP_00762,2022-10-17,Flood,Severe,3623688
PROP_00769,2022-10-17,Flood,Minor,4394488
PROP_00775,2022-10-17,Flood,Moderate,1024554
PROP_00791,2022-10-17,Hail,Minor,1475539
PROP_00804,2022-10-17,Storm,Moderate,1690333
PROP_00815,2022-10-17,Storm,Minor,2121375
PROP_00819,2022-10-17,Storm,Severe,1579327
PROP_00820,2022-10-17,Flood,Minor,1959241
PROP_00829,2022-10-17,Hail,Severe,920116
PROP_00843,2022-10-17,Storm,Moderate,490034
PROP_00854,2022-10-17,Hail,Minor,1441006
PROP_00869,2022-10-17,Flood,Minor,1257742
PROP_00873,2022-10-17,Hail,Minor,357077
PROP_00883,2022-10-17,Flood,Severe,149454
PROP_00887,2022-10-17,Flood,Minor,2311948
PROP_00897,2022-10-17,Hail,Minor,238505
PROP_00918,2022-10-17,Storm,Moderate,863240
PROP_00939,2022-10-17,Flood,Moderate,2222151
PROP_00946,2022-10-17,Hail,Severe,1759959
PROP_00949,2022-10-17,Hail,Minor,941868
PROP_00966,2022-10-17,Hail,Moderate,1004217
PROP_00973,2022-10-17,Storm,Moderate,222614
PROP_00988,2022-10-17,Storm,Minor,2604673
PROP_00991,2022-10-17,Flood,Severe,1548706
PROP_00995,2022-10-17,Hail,Minor,5803228
PROP_00003,2022-11-16,Storm,Minor,1613600
PROP_00014,2022-11-16,Flood,Minor,2112780
PROP_00016,2022-11-16,Flood,Minor,823287
PROP_00022,2022-11-16,Hail,Moderate,245737
PROP_00025,2022-11-16,Flood,Severe,789006
PROP_00041,2022-11-16,Flood,Severe,82921
PROP_00043,2022-11-16,Storm,Moderate,565912
PROP_00045,2022-11-16,Flood,Moderate,713145
PROP_00053,2022-11-16,Hail,Moderate,4521279
PROP_00058,2022-11-16,Hail,Severe,836942
PROP_00059,2022-11-16,Storm,Severe,1254295
PROP_00066,2022-11-16,Flood,Moderate,267874
PROP_00097,2022-11-16,Storm,Moderate,1217163
PROP_00098,2022-11-16,Flood,Severe,1138776
PROP_00102,2022-11-16,Flood,Minor,1415109
PROP_00108,2022-11-16,Flood,Moderate,242897
PROP_00125,2022-11-16,Hail,Minor,3554575
PROP_00129,2022-11-16,Flood,Minor,2183821
PROP_00140,2022-11-16,Hail,Minor,797000
PROP_00153,2022-11-16,Storm,Minor,774589
PROP_00167,2022-11-16,Flood,Severe,168097
PROP_00170,2022-11-16,Flood,Severe,2323162
PROP_00183,2022-11-16,Storm,Minor,344800
PROP_00229,2022-11-16,Flood,Moderate,4335609
PROP_00232,2022-11-16,Hail,Moderate,1441033
PROP_00240,2022-11-16,Hail,Minor,875718
PROP_00241,2022-11-16,Flood,Minor,450084
PROP_00248,2022-11-16,Flood,Minor,1849354
PROP_00255,2022-11-16,Storm,Moderate,2387060
PROP_00258,2022-11-16,Flood,Minor,3466742
PROP_00265,2022-11-16,Hail,Minor,4242176
PROP_00270,2022-11-16,Storm,Minor,3127865
PROP_00275,2022-11-16,Flood,Minor,225990
PROP_00280,2022-11-16,Flood,Minor,3759087
PROP_00290,2022-11-16,Storm,Moderate,3687377
PROP_00300,2022-11-16,Hail,Moderate,3909021
PROP_00302,2022-11-16,Storm,Minor,1228029
PROP_00312,2022-11-16,Flood,Minor,1695328
PROP_00320,2022-11-16,Flood,Minor,183169
PROP_00321,2022-11-16,Storm,Minor,2926696
PROP_00322,2022-11-16,Storm,Minor,1169181
PROP_00334,2022-11-16,Flood,Minor,928423
PROP_00340,2022-11-16,Storm,Minor,903975
PROP_00372,2022-11-16,Flood,Moderate,862346
PROP_00387,2022-11-16,Flood,Severe,1144446
PROP_00388,2022-11-16,Flood,Severe,8450425
PROP_00391,2022-11-16,Flood,Minor,1984500
PROP_00415,2022-11-16,Flood,Moderate,1108271
PROP_00423,2022-11-16,Storm,Minor,245897
PROP_00431,2022-11-16,Hail,Severe,1050691
PROP_00437,2022-11-16,Flood,Minor,949048
PROP_00439,2022-11-16,Storm,Severe,460796
PROP_00470,2022-11-16,Hail,Moderate,209754
PROP_00475,2022-11-16,Flood,Minor,819249
PROP_00495,2022-11-16,Flood,Minor,331858
PROP_00499,2022-11-16,Hail,Minor,555849
PROP_00542,2022-11-16,Flood,Minor,1421816
PROP_00549,2022-11-16,Flood,Severe,2482345
PROP_00550,2022-11-16,Flood,Minor,470740
PROP_00555,2022-11-16,Flood,Moderate,1070061
PROP_00574,2022-11-16,Flood,Moderate,2132845
PROP_00579,2022-11-16,Flood,Moderate,2623884
PROP_00594,2022-11-16,Storm,Minor,66070
PROP_00596,2022-11-16,Flood,Moderate,714732
PROP_00601,2022-11-16,Storm,Moderate,1320479
PROP_00605,2022-11-16,Hail,Severe,1553081
PROP_00615,2022-11-16,Flood,Severe,1345657
PROP_00620,2022-11-16,Flood,Severe,300048
PROP_00622,2022-11-16,Hail,Moderate,4160382
PROP_00623,2022-11-16,Hail,Moderate,589529
PROP_00636,2022-11-16,Flood,Minor,1752767
PROP_00642,2022-11-16,Hail,Severe,478170
PROP_00655,2022-11-16,Hail,Moderate,502089
PROP_00662,2022-11-16,Flood,Severe,340762
PROP_00664,2022-11-16,Storm,Minor,988026
PROP_00669,2022-11-16,Storm,Severe,495079
PROP_00675,2022-11-16,Flood,Severe,1212385
PROP_00689,2022-11-16,Hail,Severe,1486685
PROP_00690,2022-11-16,Flood,Severe,272143
PROP_00703,2022-11-16,Flood,Moderate,1114793
PROP_00714,2022-11-16,Flood,Minor,322548
PROP_00716,2022-11-16,Flood,Minor,2463338
PROP_00721,2022-11-16,Storm,Severe,185439
PROP_00725,2022-11-16,Storm,Minor,649665
PROP_00733,2022-11-16,Storm,Severe,165204
PROP_00740,2022-11-16,Flood,Severe,4404278
PROP_00741,2022-11-16,Flood,Minor,715995
PROP_00770,2022-11-16,Flood,Minor,1199718
PROP_00774,2022-11-16,Flood,Minor,2623274
PROP_00779,2022-11-16,Flood,Minor,1537282
PROP_00785,2022-11-16,Flood,Severe,140368
PROP_00806,2022-11-16,Flood,Minor,2345926
PROP_00810,2022-11-16,Flood,Minor,1761111
PROP_00812,2022-11-16,Flood,Moderate,7723010
PROP_00816,2022-11-16,Hail,Moderate,1462891
PROP_00820,2022-11-16,Flood,Minor,3390407
PROP_00822,2022-11-16,Flood,Minor,2488441
PROP_00842,2022-11-16,Flood,Minor,342539
PROP_00857,2022-11-16,Flood,Minor,647105
PROP_00870,2022-11-16,Flood,Minor,572981
PROP_00881,2022-11-16,Flood,Minor,1789128
PROP_00897,2022-11-16,Flood,Severe,598916
PROP_00904,2022-11-16,Hail,Minor,3274789
PROP_00914,2022-11-16,Flood,Moderate,3912123
PROP_00920,2022-11-16,Flood,Minor,375572
PROP_00922,2022-11-16,Storm,Minor,444412
PROP_00923,2022-11-16,Hail,Moderate,2446161
PROP_00957,2022-11-16,Flood,Minor,116554
PROP_00960,2022-11-16,Hail,Moderate,3347196
PROP_00969,2022-11-16,Flood,Minor,316494
PROP_00975,2022-11-16,Hail,Minor,2067859
PROP_00991,2022-11-16,Storm,Minor,258374
PROP_00001,2022-12-16,Flood,Moderate,232140
PROP_00006,2022-12-16,Hail,Minor,1768871
PROP_00013,2022-12-16,Flood,Moderate,1131481
PROP_00028,2022-12-16,Flood,Severe,2469739
PROP_00029,2022-12-16,Flood,Severe,1760605
PROP_00047,2022-12-16,Storm,Minor,476906
PROP_00058,2022-12-16,Storm,Minor,574141
PROP_00065,2022-12-16,Hail,Minor,1170729
PROP_00068,2022-12-16,Flood,Moderate,2208415
PROP_00069,2022-12-16,Hail,Moderate,604348
PROP_00073,2022-12-16,Hail,Moderate,1316363
PROP_00077,2022-12-16,Storm,Minor,846008
PROP_00085,2022-12-16,Hail,Moderate,330940
PROP_00102,2022-12-16,Hail,Moderate,203491
PROP_00114,2022-12-16,Hail,Severe,2815510
PROP_00116,2022-12-16,Flood,Minor,1214262
PROP_00136,2022-12-16,Storm,Severe,376458
PROP_00140,2022-12-16,Storm,Minor,3404127
PROP_00164,2022-12-16,Hail,Moderate,6505155
PROP_00167,2022-12-16,Flood,Minor,419614
PROP_00181,2022-12-16,Storm,Minor,865191
PROP_00184,2022-12-16,Hail,Moderate,804682
PROP_00191,2022-12-16,Flood,Minor,1858745
PROP_00193,2022-12-16,Storm,Moderate,325608
PROP_00194,2022-12-16,Flood,Minor,709332
PROP_00198,2022-12-16,Flood,Minor,1695618
PROP_00206,2022-12-16,Storm,Minor,816091
PROP_00209,2022-12-16,Flood,Minor,1159896
PROP_00213,2022-12-16,Hail,Moderate,1588805
PROP_00218,2022-12-16,Storm,Minor,1774682
PROP_00222,2022-12-16,Flood,Minor,837878
PROP_00249,2022-12-16,Hail,Minor,1303055
PROP_00258,2022-12-16,Flood,Minor,3325949
PROP_00265,2022-12-16,Flood,Severe,6036997
PROP_00271,2022-12-16,Hail,Severe,139612
PROP_00275,2022-12-16,Hail,Moderate,1886591
PROP_00281,2022-12-16,Storm,Minor,1523254
PROP_00293,2022-12-16,Hail,Severe,3663483
PROP_00296,2022-12-16,Flood,Minor,1254258
PROP_00309,2022-12-16,Hail,Minor,106843
PROP_00319,2022-12-16,Flood,Moderate,639658
PROP_00326,2022-12-16,Storm,Severe,155324
PROP_00350,2022-12-16,Storm,Moderate,1055619
PROP_00359,2022-12-16,Storm,Moderate,1817339
PROP_00378,2022-12-16,Hail,Severe,2012378
PROP_00380,2022-12-16,Flood,Severe,2385787
PROP_00383,2022-12-16,Flood,Severe,713307
PROP_00394,2022-12-16,Flood,Moderate,311433
PROP_00397,2022-12-16,Hail,Moderate,626418
PROP_00410,2022-12-16,Flood,Severe,1904419
PROP_00411,2022-12-16,Storm,Minor,1175713
PROP_00414,2022-12-16,Flood,Minor,1992572
